5000,0.0000,79.9480,116.2680
10000,0.0000,218.4470,436.7550
15000,0.0000,486.5670,977.9690
20000,0.0000,847.8490,1737.1920
25000,0.0000,1356.8120,2715.6890
30000,0.0000,1908.6880,3952.8490
35000,0.0000,2640.3190,5376.0810
40000,0.0000,3452.2470,6917.4110
45000,0.0000,4367.9060,8891.6330
50000,0.0000,5409.8440,11357.3530
